,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
75,1960,2.1,0.2,-1.2,-1.2,0.6,0.8,-0.5,-1.8,-1.8,-0.4,-0.4,3.1,1.7,-1.3,-1.3,0.6,2.1,0.0,-1.6,-1.6,-1.0,-1.0,0.5,-2.0,-3.9,-4.7,-4.8,-4.8,-3.0,-1.1,-3.4,-3.4,0.1,0.2,-2.0,-2.0,-2.4,-2.4,-1.8,0.1,3.1,0.8,-0.6,-2.3,-2.3,-0.2,-0.6,-0.6,0.7,-0.8,-1.6,-1.6,-2.5,-2.9,-2.9,-1.4,-0.2,2.5,0.0,0.0,0.1,1.7,1.7,-1.1,-1.1,-0.3,3.7,-0.1,-0.1,7.1,7.1,8.8,6.6,1.7,-2.2,-2.2,-1.0,-1.0,-0.3,1.1,3.2,5.9,-0.8,-0.8,0.4,0.4,5.7,-0.6,-0.6,2.9,9.1,6.8,2.2,-1.0,-1.0,3.8,3.4,3.4,0.3,0.3,1.4,7.1,5.2,5.2,11.8,9.6,7.6,5.3,4.3,1.9,1.9,7.3,5.6,5.6,6.3
76,1961,-5.6,-5.6,-4.6,-4.6,0.6,-0.8,-0.8,-4.3,-4.3,0.4,1.9,-1.6,-1.8,-3.4,-3.8,-3.8,-5.8,-5.8,-4.8,-2.9,-3.7,-3.7,-2.4,-2.2,-2.2,0.0,-0.9,-0.9,-0.4,-0.4,0.7,-2.5,-4.4,-4.4,-4.0,-4.0,-1.3,1.1,3.9,1.2,1.2,-0.2,-0.2,0.1,0.1,-3.7,-3.7,-1.7,-1.7,-2.0,-3.5,-3.5,2.2,-1.5,-3.4,-3.4,-2.2,-2.2,-4.2,-4.2,-2.4,2.5,10.0,7.4,1.1,0.1,0.1,-0.3,-1.0,-1.0,-1.1,-1.1,4.8,2.2,2.2,1.2,1.2,3.3,6.6,3.4,-0.7,-0.7,-1.0,-1.0,2.7,3.5,3.5,0.4,0.4,3.8,3.8,3.8,2.4,2.4,6.2,10.7,1.0,1.0,5.0,0.6,0.6,5.9,12.2,11.5,11.5,9.6,4.3,4.3,3.3,3.3,7.2,10.8,14.3,13.8,8.5
77,1962,-1.6,-1.6,1.2,-2.1,-2.1,-2.4,-2.4,-0.9,-1.1,-1.1,-0.8,-0.8,-0.3,-0.3,0.8,-1.8,-3.5,-3.5,-2.0,0.4,-0.3,-0.3,-3.1,-3.4,-3.4,-3.8,-3.8,-2.6,-3.4,-3.4,-2.3,-1.7,-2.4,-2.7,-2.8,-2.8,-1.7,1.1,-1.6,-1.6,1.8,1.8,5.3,1.6,-4.2,-4.2,-1.5,-2.7,-2.7,-0.4,-1.4,-1.4,-0.2,-0.2,4.0,0.4,0.4,-0.9,-1.2,-1.8,-1.8,-1.3,-1.1,-1.1,0.1,5.0,-0.8,-0.8,0.8,1.9,1.7,1.7,1.3,1.3,3.3,1.1,-2.9,-2.9,-0.7,6.2,5.9,0.2,0.2,0.0,0.0,0.8,-0.4,-0.4,5.8,-0.8,-0.8,1.5,9.3,0.9,-0.5,-0.5,3.4,10.8,14.1,14.3,6.7,5.6,5.6,8.4,2.0,2.0,6.5,7.1,2.2,2.2,3.2,10.0,7.0,7.0,8.6
78,1963,-3.0,-3.0,-3.2,-3.2,-2.4,-2.4,-0.8,-0.6,-4.5,-4.5,-1.6,-2.8,-3.3,-4.5,-4.5,-5.7,-5.7,-5.1,-0.7,-3.6,-3.6,-5.5,-5.5,-7.2,-8.1,-8.1,-6.8,-5.6,-5.2,-2.4,-5.4,-5.4,-4.7,-4.7,-4.2,-2.1,-4.1,-4.1,0.1,-0.1,-2.4,-2.4,-1.0,-1.1,-1.1,-3.1,-3.1,0.7,-3.1,-3.4,-3.4,-2.8,-2.8,-3.2,-3.2,-0.7,-0.7,-1.2,-1.3,-1.3,0.7,0.5,0.5,-2.5,-3.9,-3.9,-2.7,-2.3,0.9,0.5,0.5,0.3,0.3,1.0,1.0,6.5,0.8,0.8,2.1,2.1,6.2,5.6,4.0,3.7,-0.3,-0.3,2.2,3.1,-0.3,-0.3,0.7,5.0,-1.4,-1.4,7.0,9.0,9.9,7.5,4.6,2.1,0.8,0.8,5.7,11.8,13.4,15.0,15.5,16.0,11.5,4.0,4.0,11.1,11.1,12.0,11.3
79,1964,-0.3,0.6,-0.5,-0.5,-0.1,-1.1,-1.1,1.0,1.0,0.6,-1.3,-1.3,4.6,5.7,4.9,0.1,0.1,3.6,-0.6,-1.6,-1.6,-1.6,0.3,2.6,1.7,1.7,0.2,-0.5,-0.5,0.6,0.6,0.4,-0.6,-0.9,-1.3,-1.3,-2.0,-2.0,2.8,5.7,3.0,1.0,-2.1,-2.7,-2.7,-2.4,-0.7,-0.7,-0.7,-2.0,-2.0,-1.5,-1.6,-1.6,-1.1,-1.1,-0.7,-2.4,-2.4,-2.3,-2.7,-2.7,-1.7,-1.7,4.9,1.4,1.4,0.2,0.2,0.6,0.7,0.7,-0.8,-0.8,0.6,0.6,1.9,0.5,-0.3,-0.3,3.2,0.5,0.3,-0.4,-0.4,0.8,0.8,0.6,0.6,2.6,2.6,9.4,7.2,7.2,11.9,9.4,9.4,8.1,7.2,7.2,9.6,9.7,10.7,10.7,11.5,14.1,16.1,17.3,16.7,16.7,17.2,15.3,15.3,12.7,10.0
80,1965,1.1,2.0,-0.6,-0.6,-0.7,-3.6,-3.6,-3.6,1.1,-0.8,-1.7,-3.8,-3.8,-3.9,-3.9,-3.2,-1.4,-3.8,-3.8,2.1,-1.5,-1.8,-1.8,0.1,-1.7,-5.3,-5.3,-2.2,-2.2,1.4,-2.0,-2.0,-1.5,-3.4,-3.9,-3.9,-1.1,-1.1,-2.4,-2.4,5.1,1.1,-1.3,-2.4,-2.4,1.1,-0.9,-0.9,-0.8,-2.3,-2.3,-0.4,1.2,-0.9,-3.7,-3.7,-2.4,-4.0,-4.0,-1.5,-3.2,-3.2,-3.1,-2.8,-2.8,-3.4,-3.4,-1.9,-1.9,0.3,-1.0,-1.0,1.3,-1.9,-1.9,0.9,0.9,3.2,0.4,0.0,-1.2,-1.2,0.3,6.1,2.2,-0.3,-2.3,-2.3,-0.6,0.2,1.2,0.5,-0.7,-0.7,-0.4,-1.0,-1.0,-0.4,4.4,5.4,2.3,-0.2,-0.2,5.7,3.1,3.1,4.9,5.4,12.3,8.4,4.6,0.4,0.4,8.7,5.6
81,1966,-2.9,-2.9,-2.4,-2.4,0.4,-1.7,-1.7,-0.3,-0.3,-2.1,-2.1,1.6,0.9,0.9,0.1,-1.5,-1.5,0.8,-1.9,-3.0,-4.9,-4.9,-3.3,-1.5,-1.2,-1.2,-0.8,-3.5,-3.5,-3.4,-2.1,-2.1,-1.7,0.3,1.8,-1.5,-4.5,-4.5,-5.9,-5.9,-2.3,-1.0,-0.8,-1.0,-1.0,-3.3,-3.3,-1.1,3.9,0.5,0.5,1.6,5.2,-1.6,-1.7,-1.7,-0.6,5.5,5.5,2.9,2.9,5.7,11.2,3.7,1.6,1.6,2.2,0.5,0.5,2.4,1.9,1.9,4.4,3.5,3.5,4.5,1.1,1.1,1.2,-0.1,-0.1,5.0,2.6,2.6,1.2,0.2,0.2,0.9,2.3,0.7,0.7,5.4,5.4,6.5,2.7,2.3,2.3,8.1,6.6,4.4,3.7,3.7,3.5,3.5,10.4,8.1,6.3,4.0,2.0,2.0,3.4,6.9,10.3,10.3,12.1
82,1967,-1.8,0.6,-1.6,-2.7,-3.6,-3.6,-0.4,-1.2,-3.8,-3.8,-1.4,-1.4,-1.1,-1.1,-3.6,-5.4,-6.4,-6.4,-1.3,-1.3,-2.2,-2.4,-2.4,0.2,-0.3,-2.6,-2.6,-2.1,2.0,-0.3,-2.2,-4.2,-4.2,-1.9,-1.6,-2.7,-2.7,-1.4,-1.4,3.6,3.3,1.5,-0.1,-2.4,-4.1,-4.1,-4.0,-4.0,-3.7,-2.3,-4.0,-4.0,-0.5,4.0,2.6,2.3,-0.1,-0.1,-1.4,-4.3,-4.3,-2.0,-0.3,4.5,1.4,-0.6,-0.6,-0.3,0.3,0.3,-1.3,-1.3,-0.2,-0.2,0.1,5.7,5.3,1.7,-0.4,-0.4,3.9,0.9,-0.7,-0.7,-0.5,2.9,5.2,1.3,1.3,5.7,8.6,8.6,11.5,6.6,4.4,3.3,3.3,5.2,7.6,11.3,9.2,6.6,6.6,10.2,7.2,7.2,7.3,8.2,12.2,10.2,5.6,5.6,6.6,4.7,4.0
83,1968,-5.2,-2.6,-2.6,0.0,-3.1,-3.1,0.3,-1.5,-2.0,-2.9,-2.9,-3.6,-3.6,0.3,-3.5,-3.5,-3.4,-0.7,1.2,0.1,-1.4,-1.4,-0.7,-0.7,0.9,-0.7,-0.7,-2.0,-2.2,-2.2,-1.4,-3.5,-5.3,-5.3,-3.8,-2.4,-2.7,-2.7,-3.2,-3.7,-3.7,-3.3,-3.3,-3.3,-3.3,-3.2,0.5,-1.6,-1.6,-1.3,-1.4,-4.6,-4.6,-4.5,-4.5,-2.0,-1.9,-3.0,-3.0,-1.9,2.9,1.2,-1.2,-3.2,-3.2,-1.5,-0.4,-0.4,0.4,-2.2,-2.2,-1.0,1.8,0.7,-0.4,-0.4,0.5,-1.6,-1.6,-0.7,5.6,8.0,5.4,5.4,5.7,5.4,2.5,2.5,2.5,2.5,8.1,3.9,3.9,1.4,1.4,6.8,6.1,3.7,3.7,4.9,12.6,11.0,8.2,4.3,4.3,9.4,9.4,11.4,11.4,7.4,6.2,3.3,3.3,8.2,10.4
84,1969,-1.8,-3.5,-4.2,-4.2,-2.7,-1.5,-2.0,-2.0,-1.5,-3.3,-3.3,2.3,-1.0,-2.0,-2.0,-3.7,-3.7,-2.5,-2.5,0.8,0.8,1.0,1.0,2.7,2.6,2.6,6.4,7.4,5.0,2.6,2.3,2.3,1.3,0.0,-0.6,-3.0,-3.3,-3.3,-2.8,0.9,-0.4,-0.4,1.4,2.1,2.1,3.1,3.1,3.1,3.1,6.7,5.0,1.6,0.1,0.1,0.2,-0.2,-0.2,-0.9,-0.9,-0.3,-0.6,-0.6,-0.8,-0.8,-0.6,-0.6,-0.1,-0.1,1.7,1.7,1.1,0.0,-1.0,-1.0,1.0,2.0,0.0,0.0,4.6,2.1,0.5,0.5,0.2,0.2,1.4,6.6,8.4,9.7,6.7,6.2,6.2,7.0,4.2,4.2,1.8,1.0,1.0,3.2,5.8,4.0,4.0,4.2,4.2,9.3,11.7,8.0,7.4,4.7,4.7,3.7,3.7,9.7,8.3,8.3,11.9
85,1970,-1.4,-0.7,-0.6,-0.6,-1.2,-2.1,-2.1,-1.1,-1.1,-1.5,-1.5,-0.9,-0.9,-1.1,-2.2,-2.2,-3.7,-4.0,-4.0,-3.8,-3.8,-2.3,-0.4,-0.4,-1.1,-2.6,-2.6,-2.8,-3.1,-3.1,1.0,0.3,-0.6,-3.2,-3.2,-2.4,-2.4,-2.8,-2.8,-0.7,-2.3,-2.3,-1.3,-1.2,-0.4,1.7,-2.2,-2.2,-1.1,-0.4,2.8,3.9,3.5,1.8,-0.4,-0.4,3.1,3.1,2.5,-0.3,-1.0,-1.0,0.3,-0.6,-0.6,-0.3,0.4,-1.1,-1.1,2.3,0.3,-0.4,-0.7,-0.7,0.0,1.1,0.3,0.3,-1.2,-1.2,-1.1,-0.9,-1.3,-1.3,-0.6,-0.3,-0.3,3.2,3.2,1.6,1.6,3.9,3.9,7.8,4.3,1.8,1.8,4.0,4.0,8.9,8.9,6.9,5.8,2.8,2.8,3.9,8.8,12.8,13.3,12.9,11.2,8.9,6.6,6.6,12.2
86,1971,1.9,1.3,-0.2,-0.9,-1.0,-1.0,-0.2,1.9,1.9,-1.5,-2.1,-2.1,-0.2,0.7,-0.6,-0.6,1.3,1.3,1.8,1.8,5.0,3.2,0.7,-0.2,-0.2,-0.3,-1.6,-2.1,-2.1,-1.1,-3.3,-3.3,-4.1,-4.1,-3.4,-1.6,-1.6,-2.1,-2.1,-0.6,-1.0,-2.0,-2.0,0.9,2.1,2.1,3.5,3.5,3.0,2.1,0.8,-0.4,-0.4,7.5,3.1,1.1,1.1,4.0,2.7,1.9,1.7,1.7,1.8,1.0,0.3,-0.1,-1.2,-1.2,-1.1,-1.1,-1.1,1.8,-1.0,-1.1,-1.1,-0.4,0.1,0.1,3.0,3.0,4.7,3.9,0.0,0.0,2.2,4.7,4.8,4.8,9.6,9.6,9.6,8.2,6.0,6.0,3.7,3.7,5.0,5.0,9.1,4.2,2.7,2.7,2.9,6.8,8.9,11.7,9.7,6.2,3.1,3.1,6.5,6.5,8.7,7.3,7.3
87,1972,5.9,2.1,1.4,-0.5,-0.5,1.8,1.3,1.2,0.1,0.1,3.2,8.8,5.5,3.9,3.9,2.7,1.4,0.3,0.0,0.0,4.2,3.0,0.9,0.9,3.9,5.9,3.6,1.0,0.3,0.3,0.1,0.1,4.8,3.8,2.9,2.9,3.6,3.1,1.2,-0.2,-0.2,3.5,2.1,2.1,2.1,3.0,1.1,1.1,5.0,3.1,1.1,0.7,-0.7,-0.7,0.8,-0.2,-0.2,0.8,1.0,0.1,-1.8,-2.2,-2.2,-0.1,-0.1,-0.3,-0.3,1.9,1.9,3.0,0.5,0.5,1.3,1.0,1.0,0.9,0.9,6.1,6.1,7.9,3.9,1.2,1.2,8.4,5.1,5.1,3.4,3.4,4.0,8.6,3.9,2.4,1.7,1.2,1.2,12.4,12.9,11.0,6.8,4.5,1.9,1.9,3.9,5.7,5.7,6.1,12.9,10.3,10.3,13.9,12.2,9.2,6.7,6.7,10.3
88,1973,1.2,1.9,0.0,-1.6,-1.6,0.7,2.3,4.5,2.7,2.7,1.9,1.0,1.0,0.4,0.4,1.1,1.1,4.5,4.1,2.9,0.7,0.7,3.1,4.1,6.1,3.5,2.1,1.4,1.4,1.8,-0.2,-0.2,1.1,2.3,2.6,3.6,3.6,0.8,-0.2,-0.6,-0.6,0.9,2.1,0.1,0.1,0.9,0.9,1.7,4.3,10.2,5.1,2.1,2.1,4.9,-1.6,-2.3,-2.3,1.1,1.1,3.0,1.2,1.2,-0.1,-0.1,0.4,0.4,1.6,1.6,2.4,0.6,0.6,3.5,3.4,2.4,-0.1,-0.1,2.3,0.9,-0.2,-0.2,3.7,2.1,2.1,1.9,0.7,-0.3,-0.3,8.0,12.4,13.3,12.5,8.7,6.2,6.2,4.2,3.5,3.5,5.4,8.9,15.8,15.8,10.6,9.4,7.3,7.3,12.1,11.1,8.2,7.3,7.3,11.0,11.0,10.6,10.6,15.9
89,1974,-2.1,-1.5,-1.5,-1.9,-1.9,-1.0,2.1,1.8,1.3,0.6,0.1,-0.5,-0.5,-1.1,-1.1,0.6,0.0,0.0,-0.1,-0.1,-0.1,0.2,0.6,-1.4,-1.4,-2.2,-3.8,-3.8,-1.4,-1.4,-0.5,-3.1,-3.1,-0.4,-3.2,-3.2,1.8,2.2,0.1,-1.2,-1.2,-2.5,-4.0,-4.0,0.2,-1.0,-1.0,3.2,1.5,1.1,1.1,1.0,0.8,0.8,2.6,0.9,-2.8,-2.8,-2.0,-1.6,-1.6,-0.8,-0.8,7.8,8.1,6.4,3.2,0.8,0.8,0.8,-1.5,-2.9,-2.9,-1.8,0.4,4.5,0.9,0.9,1.5,1.5,2.5,0.7,0.7,0.7,0.8,0.8,1.6,0.4,0.4,6.4,6.5,3.0,0.6,0.6,4.3,3.2,3.2,9.9,12.0,10.2,8.5,7.1,6.6,6.6,8.1,8.1,7.4,7.4,7.3,5.5,5.5,10.2,10.2,8.4,8.4
90,1975,1.7,2.9,0.2,0.2,-1.7,-1.8,-1.8,-1.0,2.7,1.0,-0.7,-0.7,-1.4,-1.4,-2.1,-2.1,0.5,-2.0,-3.8,-3.8,-2.8,-2.8,1.3,-1.2,-1.2,0.7,0.7,-0.8,-1.5,-1.5,-2.1,-2.1,-0.2,-0.4,-0.4,3.6,2.0,2.0,0.5,0.5,0.7,-0.1,-0.6,-0.6,0.1,-1.1,-2.3,-2.3,-2.8,-2.8,-2.0,-0.2,-1.3,-2.1,-2.1,-1.5,0.3,-0.3,-1.0,-1.3,-2.0,-2.0,2.1,2.5,2.5,2.7,0.6,0.6,1.4,4.7,4.4,2.1,0.2,0.2,3.8,0.6,0.6,0.2,0.2,6.4,4.1,1.8,1.3,0.7,0.7,0.8,0.8,2.6,3.2,4.7,1.2,1.2,2.1,1.0,1.0,4.4,5.2,5.2,8.3,8.3,9.0,6.1,6.1,12.8,11.7,9.9,9.9,10.1,6.7,6.7,6.7,11.1,10.5,10.1,9.9
91,1976,-1.6,-1.6,-0.5,-0.5,3.0,1.5,1.3,1.3,-0.3,-1.2,-3.1,-3.1,-2.7,-2.7,-0.9,-3.1,-3.1,1.9,-0.7,-2.7,-2.7,-2.9,-3.3,-3.3,-3.1,-3.1,-0.6,-0.6,0.5,2.3,0.3,-1.4,-1.4,-0.3,0.0,0.4,-0.3,-0.8,-0.8,-0.2,-1.3,-1.3,0.8,-1.0,-1.0,3.2,7.2,8.3,8.3,6.0,3.0,1.7,1.7,2.5,1.3,1.3,-0.3,-0.3,-0.1,4.9,3.0,1.2,-0.3,-0.3,-0.1,-0.1,2.4,3.6,4.6,4.6,4.6,4.6,1.5,-0.8,-0.8,3.7,3.7,7.8,1.6,0.1,0.1,-0.1,-0.1,0.4,-1.0,-1.0,1.0,5.0,4.0,4.0,5.9,3.1,3.1,3.5,1.5,1.1,1.1,4.0,1.0,1.0,1.5,1.5,1.7,10.4,11.0,9.6,9.6,9.8,9.8,10.8,11.2,13.9,16.0,13.6,10.4
92,1977,-1.4,-1.4,-3.0,-3.1,-3.1,-2.1,-4.4,-4.4,-1.6,3.4,1.3,1.3,-0.3,-2.1,-2.1,-2.0,-2.0,-0.5,-3.1,-3.1,-0.9,-0.2,-0.2,-0.8,-3.2,-3.2,2.3,-0.2,-1.4,-3.7,-3.7,-3.7,-3.7,-2.2,-3.1,-3.1,-3.0,-3.0,-3.0,-3.0,-1.8,-0.9,-2.4,-2.4,-0.3,-4.7,-7.0,-7.0,-5.8,-5.1,-5.1,-1.1,-1.3,-2.3,-2.3,-0.8,3.9,3.9,2.1,2.1,3.6,-1.2,-2.6,-3.4,-4.6,-4.6,0.0,2.1,3.4,0.9,0.9,1.8,1.8,6.6,4.2,4.2,8.0,8.5,6.2,1.6,1.6,6.9,4.9,3.1,2.8,2.8,3.9,1.6,1.6,8.2,7.1,4.8,3.0,2.0,1.9,1.9,7.5,9.4,9.4,6.5,5.6,5.6,11.2,13.8,13.8,12.0,10.4,9.7,6.4,6.4,8.0,5.0,5.0,9.8,13.0
93,1978,7.5,4.1,2.8,0.2,0.2,0.3,3.0,3.1,0.4,-1.9,-1.9,-0.1,2.2,2.7,3.0,2.4,0.9,-0.8,-0.8,-0.3,-0.3,-1.0,-1.0,-0.3,-0.3,-1.5,-1.5,1.2,0.6,-0.1,-0.4,-2.8,-5.2,-5.2,-3.1,-1.4,0.3,-1.8,-1.8,0.2,0.2,5.1,1.7,1.5,0.4,-0.9,-3.0,-3.2,-3.5,-4.2,-4.2,-0.4,0.8,0.4,0.4,-0.1,-0.5,-0.6,-0.6,0.3,0.3,0.1,0.1,1.9,-0.5,-0.5,0.1,3.4,3.7,2.8,1.2,-0.7,-0.7,-0.3,-0.5,-0.5,-0.2,1.3,3.4,3.3,3.3,2.8,2.4,2.1,2.1,3.3,5.5,5.2,4.3,3.9,2.7,2.7,3.9,3.9,1.7,1.7,5.5,3.1,3.1,6.6,6.4,6.4,6.8,4.0,4.0,9.5,11.4,8.8,8.4,8.4,7.6,5.5,5.5,5.5,10.2
94,1979,-1.6,-0.2,-0.7,-0.7,-0.3,1.1,1.1,2.9,2.9,2.8,2.8,0.5,0.5,1.0,0.5,-1.1,-1.7,-1.7,-0.1,-0.8,-0.8,0.7,-1.5,-1.5,-0.1,-0.1,2.0,2.0,2.3,2.3,6.2,0.6,-0.7,-1.0,-1.0,-0.1,1.6,2.5,0.3,0.3,2.8,2.8,1.5,1.5,2.5,2.3,2.3,1.8,1.8,2.6,0.5,0.5,8.9,11.1,6.9,6.5,5.1,2.9,0.7,0.5,-0.1,-1.0,-1.0,0.2,1.0,1.5,1.5,2.7,2.7,3.1,0.4,0.4,2.0,2.0,1.2,1.2,1.8,-0.1,-0.1,3.8,0.9,0.9,3.5,5.0,3.9,3.9,1.8,1.8,7.7,9.5,6.4,6.4,7.3,4.5,4.5,6.4,7.2,9.4,10.7,7.6,7.6,8.4,5.1,5.1,6.9,6.9,5.3,2.7,2.7,7.9,5.1,4.3,4.3,6.4,11.3
95,1980,1.0,0.2,0.2,7.2,0.4,-1.3,-1.3,-1.3,-1.3,-0.7,0.7,0.3,0.3,0.3,-1.7,-1.7,-2.5,-3.7,-3.7,-2.4,-0.8,-2.0,-2.0,-1.4,-0.6,-1.8,-1.8,-0.9,2.1,2.6,-0.9,-1.7,-2.4,-2.4,-0.7,-0.7,-3.7,-3.9,-3.9,-1.4,-1.4,-1.0,-0.4,-0.4,-0.3,-0.2,-1.4,-3.1,-3.1,0.3,0.3,1.1,-1.0,-2.9,-2.9,0.6,0.1,0.1,3.5,0.9,0.9,1.1,-0.5,-0.5,0.2,0.0,0.0,5.7,5.7,4.3,1.8,1.3,-0.5,-0.5,2.2,0.9,0.9,2.2,-0.2,-0.2,1.3,3.4,1.5,0.1,0.1,0.5,1.2,1.4,1.4,7.9,5.4,5.4,2.5,1.5,1.5,7.4,9.5,7.5,7.0,7.0,5.5,3.8,3.8,12.4,8.1,6.0,3.0,3.0,2.1,2.1,7.2,9.6,7.1,7.1,4.6
96,1981,-2.2,-2.2,-0.4,-1.9,-3.3,-3.3,-3.0,-0.8,-2.3,-2.3,-1.6,-2.4,-2.4,-1.8,-1.8,-0.4,-1.9,-3.4,-3.4,-0.4,-1.4,-1.4,-2.0,-2.0,-0.3,-0.4,-1.6,-1.6,-3.1,-3.1,-2.9,-2.9,-0.3,-1.4,-1.4,-0.9,-1.6,-1.6,-0.4,-0.5,-0.5,-0.5,-2.7,-2.7,4.6,0.9,0.9,1.4,-0.7,-0.7,0.8,0.2,-1.3,-1.3,1.3,-1.7,-6.0,-6.7,-6.7,-5.2,-1.1,-1.3,-1.3,1.4,-1.1,-1.5,-1.5,1.5,2.0,0.3,-0.5,-0.5,7.8,3.2,1.9,1.2,1.2,1.8,3.5,9.9,9.1,4.5,2.1,2.1,5.9,4.0,2.4,2.4,3.8,5.3,5.5,4.2,0.7,0.7,6.9,6.9,4.9,3.9,3.9,12.4,9.7,9.1,9.1,6.1,5.2,5.2,8.7,6.1,6.1,7.3,6.2,4.7,4.7,7.5,8.9
97,1982,2.0,-0.4,-1.1,-1.1,2.9,2.0,0.4,-1.6,-1.6,-1.0,-0.9,-0.9,1.1,0.9,-1.0,-1.2,-1.7,-3.3,-3.3,-1.2,-2.6,-2.6,1.3,-0.7,-0.7,0.7,0.0,-1.2,-3.5,-3.7,-4.5,-4.5,-0.9,-1.4,-1.4,0.8,-1.5,-1.9,-2.1,-2.1,-1.9,-2.6,-2.6,-0.7,-0.7,-0.2,-2.5,-2.5,2.1,2.1,3.4,4.8,3.5,2.2,2.2,1.5,0.0,-2.7,-2.7,0.4,1.0,-0.4,-0.8,-0.8,5.1,1.4,-0.6,-0.6,-0.4,0.7,1.3,3.9,3.9,3.9,10.7,6.5,4.3,2.4,2.4,6.4,3.1,3.1,3.3,1.3,1.1,-0.2,-0.2,0.2,0.2,4.0,4.6,4.6,5.2,4.9,2.8,2.8,7.8,10.9,3.2,3.0,1.7,1.7,2.7,9.2,11.1,7.2,4.8,4.8,3.8,3.8,5.5,7.3,4.8,4.8,8.8
98,1983,2.0,0.0,0.0,1.0,1.0,2.2,3.3,3.3,2.1,-0.5,-1.5,-1.5,0.6,0.6,0.8,-0.3,-0.4,-0.4,1.8,-0.7,-2.1,-2.1,-3.7,-3.7,-1.0,-1.0,-0.3,0.1,0.3,0.3,0.0,-2.3,-2.3,3.6,1.2,-1.4,-1.4,0.5,-0.9,-0.9,0.5,-1.0,-1.0,-2.8,-2.8,-2.5,0.1,0.2,0.1,-1.6,-1.7,-2.1,-2.1,-1.6,-1.6,2.2,0.9,-0.1,-0.6,-0.6,-0.1,6.5,4.6,2.0,-0.6,-0.6,-0.9,-1.5,-1.5,3.6,1.4,1.4,1.7,-0.4,-0.4,4.2,2.8,0.1,0.1,1.2,5.0,5.0,8.1,4.2,2.7,2.7,6.7,6.4,6.4,8.2,8.3,8.6,7.7,7.2,5.0,5.0,5.6,10.1,8.5,8.5,13.0,11.3,8.8,8.8,11.5,11.6,10.7,9.3,9.3,8.3,6.2,6.2,10.7,10.4,10.3
99,1984,-1.3,-2.1,-2.1,0.2,-0.5,-1.3,-1.3,-2.4,-2.6,-2.6,0.5,-0.5,-1.0,-1.0,0.5,-1.2,-2.0,-2.0,-1.9,-1.1,-1.1,-0.3,-0.7,-0.7,-1.0,-3.3,-3.3,-2.7,-3.1,-3.1,-1.4,0.1,-0.1,-2.8,-3.1,-3.1,-3.8,-5.1,-5.1,-4.5,-3.3,-2.1,-3.0,-3.0,0.9,0.4,-0.7,-0.8,-0.8,0.4,-2.8,-2.8,-0.2,0.2,2.7,1.3,1.3,-0.8,-1.3,-1.6,-3.1,-3.1,-2.0,-1.6,-1.6,-1.3,-1.4,-1.4,-0.5,-0.5,-0.7,-2.4,-2.4,1.0,0.0,0.0,3.6,1.9,0.9,0.9,0.0,-0.9,-1.7,-1.7,2.2,2.2,0.3,0.3,1.2,1.2,5.3,6.3,4.4,4.3,4.3,10.7,6.0,3.0,1.6,1.6,2.8,9.2,6.2,4.1,4.1,4.6,8.1,11.7,11.7,10.7,9.5,8.7,8.3,5.0,4.6
100,1985,-2.8,0.3,0.3,1.0,-0.3,-0.3,-0.4,-2.2,-2.2,-2.1,0.0,-0.2,-0.2,-2.8,-3.8,-3.8,0.0,-0.3,-2.8,-2.8,0.5,-1.2,-1.2,-0.6,-0.8,-0.8,-2.6,-2.6,-1.8,-2.8,-4.8,-4.8,0.5,0.4,0.4,1.3,5.0,3.2,1.9,1.9,3.3,2.8,0.3,0.3,0.1,-0.8,-0.8,1.6,1.6,3.5,5.1,-1.3,-2.2,-2.2,-2.0,-2.0,0.3,0.4,3.2,4.3,4.0,3.6,0.4,0.4,2.3,2.3,2.9,5.8,4.1,3.9,2.3,1.6,1.6,3.7,1.2,1.2,8.4,6.7,4.1,4.1,4.2,2.3,1.9,1.9,7.0,7.1,7.1,6.4,5.7,2.8,2.8,2.0,2.0,9.1,8.7,4.8,4.8,11.0,8.6,8.6,9.9,11.1,11.1,11.3,10.7,7.3,4.3,4.3,5.8,5.8,8.1,8.1,11.6,10.1,7.5
